hex_id,computed_score,tier,hotspot,explanation,confidence
8942d98b0bbffff,56.82,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,127.40878495990002
8942d98b593ffff,56.82,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,124.4967999562
8942d9d4117ffff,56.79,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,214.21487639230003
8942d98a663ffff,46.41,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,52.101966623600006
8942d98b613ffff,56.75,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,312.8013823369
8942d98b467ffff,56.78,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,217.91716460630002
8942d98b6afffff,56.78,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,209.8399760095
8942d98a67bffff,46.81,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,52.786170963900005
8942d9d41a7ffff,56.76,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,269.0988494074999
8942d9d6b5bffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,358.4976736937
8942d98b6b3ffff,56.75,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,286.9857530183
8942d9d6e37ffff,56.52,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,550.2559827203
8942d98b427ffff,56.77,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,182.11005921670002
8942d98b0d7ffff,56.77,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,202.86230084399998
8942d9d4c93ffff,56.71,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,359.8303334062
8942d98b51bffff,56.79,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,113.17027943570001
8942d98b6a7ffff,56.76,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,209.7871344
8942d9d6a2fffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,388.1675252
8942d9d419bffff,56.75,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,240.83819228299996
8942d999b2fffff,56.79,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,106.4444973039
8942d9d4133ffff,56.75,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,212.47481039380003
8942d9d6a6fffff,56.72,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,318.3178529828
8942d98b617ffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,272.5734283748
8942d9d452bffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,284.6208634999
8942d98b647ffff,56.74,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,242.00445531789998
8942d98b46fffff,56.75,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,217.2438963356
8942d98b013ffff,56.77,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,128.0375892502
8942d98a00bffff,42.27,Low Potential,False,Low competition advantage | Strong power infrastructure,44.9028484448
8942d98a277ffff,42.13,Low Potential,False,Low competition advantage | Strong power infrastructure,44.650141072100006
8942d98b623ffff,56.75,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,194.4540397691
8942d98b42fffff,56.74,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,202.86442293599998
8942d98b67bffff,56.74,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,216.98333543980004
8942d98b60bffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,253.89083019339998
8942d9d4193ffff,56.72,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,265.1806131563
8942d98b673ffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,242.6174512793
8942d98b62bffff,56.75,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,182.7585335795
8942d98a46bffff,44.28,Low Potential,False,Low competition advantage | Strong power infrastructure,48.391315188499995
8942d98a46fffff,43.46,Low Potential,False,Low competition advantage | Strong power infrastructure,46.9590617236
8942d98b61bffff,56.71,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,294.3501967583
8942d9d41abffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,235.32865118910001
8942d98b0d3ffff,56.74,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,202.7812058746
8942d9d4ddbffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,231.99935782999995
8942d9d68c3ffff,56.49,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,555.0341250646001
8942d98b58bffff,56.77,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,95.25154428340001
8942d98b093ffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,203.1748928119
8942d98a2b7ffff,41.79,Low Potential,False,Low competition advantage | Strong power infrastructure,44.064796538799996
8942d9d4187ffff,56.71,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,269.92123637519995
8942d98b587ffff,56.77,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,94.90095367480002
8942d98b47bffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,289.65825159999997
8942d98b573ffff,47.14,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,53.36235882189999
8942d98b6b7ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,286.59782839999997
8942d98a2afffff,41.5,Low Potential,False,Low competition advantage | Strong power infrastructure,43.5513412441
8942d98b083ffff,56.74,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,149.2721831448
8942d98b603ffff,56.71,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,253.4757234576
8942d98b637ffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,194.9387418992
8942d98a23bffff,41.79,Low Potential,False,Low competition advantage | Strong power infrastructure,44.0711149789
8942d98b543ffff,56.75,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,112.8627648062
8942d9d4567ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,278.3666784
8942d98b513ffff,56.76,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,95.3560572009
8942d98b6abffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,272.9713892
8942d98a233ffff,41.5,Low Potential,False,Low competition advantage | Strong power infrastructure,43.560914319
8942d9d4107ffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,191.16103680680004
8942d98b19bffff,45.77,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.9861789486
8942d98b293ffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,169.148893641
8942d9d413bffff,56.74,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,150.9560975681
8942d999b27ffff,56.76,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,89.59756867200002
8942d98a653ffff,56.76,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,77.8459454188
8942d98b607ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,253.890137
8942d98b60fffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,253.2026808
8942d98b58fffff,56.75,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,94.59098273020001
8942d98a263ffff,42.44,Low Potential,False,Low competition advantage | Strong power infrastructure,45.1893976231
8942d9d6813ffff,56.49,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,558.3149612316
8942d98a073ffff,41.46,Low Potential,False,Low competition advantage | Strong power infrastructure,43.4897381451
8942d98b0c3ffff,56.71,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,202.26594680219998
8942d9d6d53ffff,56.43,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,553.710911697
8942d98b42bffff,56.71,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,218.02041292739997
8942d98a6b7ffff,44.8,Low Potential,False,Low competition advantage | Strong power infrastructure,49.3060642907
8942d98a2d7ffff,44.66,Low Potential,False,Low competition advantage | Strong power infrastructure,49.048398227899995
8942d98b087ffff,56.74,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,127.2014311475
8942d98b0dbffff,56.71,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,202.22521496459999
8942d98a65bffff,56.75,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,78.03213390570001
8942d9d68c7ffff,56.47,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,565.1110350124001
8942d98a21bffff,43.67,Low Potential,False,Low competition advantage | Strong power infrastructure,47.34143083159999
8942d98b297ffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,127.63729128899999
8942d98a2cbffff,45.18,Low Potential,False,Low competition advantage | Strong power infrastructure,49.9558010668
8942d98b46bffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,224.40698346
8942d98b503ffff,56.74,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,92.69889540060001
8942d98b05bffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,140.77022159150002
8942d98b097ffff,56.72,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,149.2833611079
8942d98b0cfffff,56.72,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,141.669360189
8942d98b053ffff,56.72,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,140.9026241811
8942d98a2a3ffff,42.36,Low Potential,False,Low competition advantage | Strong power infrastructure,45.0581514545
8942d98b633ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,202.8124157817
8942d98a66bffff,46.45,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,52.177314092799996
8942d98b577ffff,47.14,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,53.37441063479999
8942d98b63bffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,201.63135376
8942d9d4177ffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,117.3522608049
8942d98b057ffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,119.57006020909999
8942d98a6afffff,45.1,Low Potential,False,Low competition advantage | Strong power infrastructure,49.82447524930001
8942d98b183ffff,45.21,Low Potential,False,Low competition advantage | Strong power infrastructure,50.019925440799994
8942d98b187ffff,44.05,Low Potential,False,Low competition advantage | Strong power infrastructure,48.004880614
8942d98a2c3ffff,45.11,Low Potential,False,Low competition advantage | Strong power infrastructure,49.8398977157
8942d98a253ffff,44.92,Low Potential,False,Low competition advantage | Strong power infrastructure,49.507812453
8942d98b0cbffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,194.58110748000001
8942d98b553ffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,112.97191046649999
8942d98b627ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,194.16359634
8942d98a24fffff,43.71,Low Potential,False,Low competition advantage | Strong power infrastructure,47.3989226204
8942d98b01bffff,56.72,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,120.0610581134
8942d98b677ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,190.31459704
8942d98a27bffff,43.47,Low Potential,False,Low competition advantage | Strong power infrastructure,46.9792679217
8942d9d4167ffff,56.74,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,76.4056298661
8942d98a633ffff,45.38,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.305582371899995
8942d98b0c7ffff,56.71,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,149.0648631788
8942d98a287ffff,43.0,Low Potential,False,Low competition advantage | Strong power infrastructure,46.1698489069
8942d98b62fffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,182.7750579
8942d98a0d7ffff,43.32,Low Potential,False,Low competition advantage | Strong power infrastructure,46.7208649133
8942d98b04bffff,56.72,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,105.4043061767
8942d98a2cfffff,44.94,Low Potential,False,Low competition advantage | Strong power infrastructure,49.5389748315
8942d98b663ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,177.37546248
8942d98b047ffff,56.72,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,119.1096826873
8942d98a20bffff,43.37,Low Potential,False,Low competition advantage | Strong power infrastructure,46.8206914988
8942d98b1b3ffff,43.66,Low Potential,False,Low competition advantage | Strong power infrastructure,47.3118035437
8942d9d4e9bffff,50.23,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,58.75052129739999
8942d98a29bffff,44.59,Low Potential,False,Low competition advantage | Strong power infrastructure,48.9328613342
8942d98a0c3ffff,43.32,Low Potential,False,Low competition advantage | Strong power infrastructure,46.7307205547
8942d98b667ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,169.05613468
8942d98a2c7ffff,44.59,Low Potential,False,Low competition advantage | Strong power infrastructure,48.9411858591
8942d98b5c3ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,167.09201148000002
8942d98b5cbffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,166.54215426000002
8942d9d4e8bffff,46.11,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,51.57662740619999
8942d98a2a7ffff,41.2,Low Potential,False,Low competition advantage | Strong power infrastructure,43.0326230206
8942d98a2dbffff,45.81,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,51.049996726299995
8942d98a643ffff,56.73,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,77.34467009720001
8942d98b52fffff,45.46,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.44656415910001
8942d98b507ffff,47.27,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,53.601273101800004
8942d98a2abffff,42.42,Low Potential,False,Low competition advantage | Strong power infrastructure,45.1604809377
8942d98a247ffff,43.52,Low Potential,False,Low competition advantage | Strong power infrastructure,47.0820773928
8942d98a283ffff,44.13,Low Potential,False,Low competition advantage | Strong power infrastructure,48.1310391223
8942d98a66fffff,45.05,Low Potential,False,Low competition advantage | Strong power infrastructure,49.7412606777
8942d98b193ffff,45.31,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.1919029702
8942d98b583ffff,56.72,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,95.5967031332
8942d98b527ffff,45.43,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.399919188
8942d98a0dbffff,43.8,Low Potential,False,Low competition advantage | Strong power infrastructure,47.565579466200006
8942d98b50fffff,47.43,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,53.8738307483
8942d98b5b3ffff,56.72,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,75.0077850851
8942d98a6a7ffff,44.76,Low Potential,False,Low competition advantage | Strong power infrastructure,49.2333916484
8942d98b533ffff,46.78,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,52.748755744
8942d98a62bffff,44.39,Low Potential,False,Low competition advantage | Strong power infrastructure,48.59029966039999
8942d98a207ffff,42.62,Low Potential,False,Low competition advantage | Strong power infrastructure,45.516832953
8942d98a0d3ffff,43.44,Low Potential,False,Low competition advantage | Strong power infrastructure,46.9289206395
8942d98b5b7ffff,46.94,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,53.0252704945
8942d98a28fffff,42.89,Low Potential,False,Low competition advantage | Strong power infrastructure,45.9742802053
8942d98b043ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,119.04726873130001
8942d98a0c7ffff,42.6,Low Potential,False,Low competition advantage | Strong power infrastructure,45.48066271970001
8942d98a25bffff,45.38,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.3107124282
8942d98a637ffff,44.36,Low Potential,False,Low competition advantage | Strong power infrastructure,48.533642349100006
8942d98b55bffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,128.81479318
8942d98a2bbffff,42.6,Low Potential,False,Low competition advantage | Strong power infrastructure,45.480738037399995
8942d98b54bffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,128.28377534
8942d98a043ffff,42.32,Low Potential,False,Low competition advantage | Strong power infrastructure,44.9934423055
8942d98a213ffff,43.34,Low Potential,False,Low competition advantage | Strong power infrastructure,46.7615623751
8942d98b50bffff,56.71,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,110.52418745900002
8942d98a6a3ffff,45.32,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.20855169439999
8942d98b53bffff,47.14,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,53.37733677400001
8942d98a273ffff,43.31,Low Potential,False,Low competition advantage | Strong power infrastructure,46.718648862799995
8942d98a2b3ffff,42.88,Low Potential,False,Low competition advantage | Strong power infrastructure,45.969393166900005
8942d98a20fffff,43.01,Low Potential,False,Low competition advantage | Strong power infrastructure,46.18978252469999
8942d98a203ffff,43.24,Low Potential,False,Low competition advantage | Strong power infrastructure,46.5856264848
8942d98a0cbffff,43.89,Low Potential,False,Low competition advantage | Strong power infrastructure,47.7280166686
8942d98a6abffff,45.36,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.276829689799996
8942d98b003ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,119.90817870000001
8942d98b00bffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,119.31473828000001
8942d98a2d3ffff,45.25,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.0866738287
8942d9d68cbffff,56.43,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,540.1133340254
8942d98a237ffff,41.32,Low Potential,False,Low competition advantage | Strong power infrastructure,43.2465219513
8942d98a257ffff,43.52,Low Potential,False,Low competition advantage | Strong power infrastructure,47.0697571127
8942d9d412bffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,114.65455272
8942d98a623ffff,44.13,Low Potential,False,Low competition advantage | Strong power infrastructure,48.1350272508
8942d98b5a7ffff,46.69,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,52.5944549588
8942d98a28bffff,44.15,Low Potential,False,Low competition advantage | Strong power infrastructure,48.1639514505
8942d98a243ffff,43.77,Low Potential,False,Low competition advantage | Strong power infrastructure,47.5037820939
8942d98b5afffff,46.85,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,52.8718061645
8942d98b517ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,92.4845424917
8942d98b52bffff,46.38,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,52.0520800414
8942d98a217ffff,42.92,Low Potential,False,Low competition advantage | Strong power infrastructure,46.0295085188
8942d98b5abffff,46.94,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,53.0166227449
8942d98a047ffff,42.01,Low Potential,False,Low competition advantage | Strong power infrastructure,44.4565747638
8942d98b5bbffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,91.52066913210002
8942d98a06bffff,40.88,Low Potential,False,Low competition advantage | Strong power infrastructure,42.4907276519
8942d98a657ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,77.0199095967
8942d9d416fffff,49.65,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,57.73465214019999
8942d9d4ed7ffff,45.69,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.8507720436
8942d9d6d4bffff,56.4,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,548.1352169378
8942d98b1b7ffff,43.44,Low Potential,False,Low competition advantage | Strong power infrastructure,46.9392809758
8942d98b0abffff,47.09,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,53.8426879188
8942d98a647ffff,56.7,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,73.49544858000002
8942d98a60bffff,51.05,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,60.1788066
8942d98a603ffff,50.99,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,60.06889674
8942d98b537ffff,45.98,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,51.3492851906
8942d98a617ffff,50.41,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,59.059066640000005
8942d98b567ffff,46.45,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,52.172250423099996
8942d98b5a3ffff,47.05,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,53.2092594
8942d98a673ffff,46.2,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,51.73504702
8942d98a60fffff,46.19,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,51.720752940000004
8942d98a677ffff,45.96,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,51.317439
8942d98b523ffff,45.92,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,51.258834740000005
8942d98a607ffff,45.75,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.9526779
8942d98a63bffff,45.63,Low Potential,False,High population demand | Low competition advantage | Strong power infrastructure,50.74163116
8942d98b197ffff,45.14,Low Potential,False,Low competition advantage | Strong power infrastructure,49.889265974000004
8942d98a24bffff,44.18,Low Potential,False,Low competition advantage | Strong power infrastructure,48.234433056
8942d98a627ffff,43.96,Low Potential,False,Low competition advantage | Strong power infrastructure,47.835725855999996
8942d98a62fffff,43.86,Low Potential,False,Low competition advantage | Strong power infrastructure,47.664493754000006
8942d98a05bffff,43.43,Low Potential,False,Low competition advantage | Strong power infrastructure,46.922708678
8942d98a053ffff,43.21,Low Potential,False,Low competition advantage | Strong power infrastructure,46.534658702
8942d98a0cfffff,42.75,Low Potential,False,Low competition advantage | Strong power infrastructure,45.739310239999995
8942d98a057ffff,42.25,Low Potential,False,Low competition advantage | Strong power infrastructure,44.860955796
8942d98a01bffff,42.2,Low Potential,False,Low competition advantage | Strong power infrastructure,44.784895086
8942d9d6c27ffff,56.35,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,552.9236127684001
8942d9d6c2fffff,56.35,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,568.184939663
8942d9d68bbffff,56.4,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,561.4749899381
8942d9d6e33ffff,56.36,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,543.5832692087
8942d9d4d13ffff,56.48,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,196.06632594160004
8942d9d68cfffff,56.38,Low Potential,True,High population demand | Low competition advantage | Strong power infrastructure,554.9725014
